yourlist:M2018113014483A1C7ED25EE8374758DF3FD545FD0520569	isomap:M2018113014483A1C7ED25EE8374758DF3FD545FD0520569	Status	yourlist:M2018113014483A1C7ED25EE8374758DF3FD545FD051FAA9	isomap:M2018113014483A1C7ED25EE8374758DF3FD545FD051FAA9	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
NM_001001321		unreviewed	NM_001001321		A0A0R4J181	A0A0R4J181_MOUSE	unreviewed	UDP-N-acetylglucosamine/UDP-glucose/GDP-mannose transporter	Slc35d2	Mus musculus (Mouse)	326
NM_001001321		reviewed	NM_001001321		Q762D5	S35D2_MOUSE	reviewed	UDP-N-acetylglucosamine/UDP-glucose/GDP-mannose transporter (Solute carrier family 35 member D2) (UDP-galactose transporter-related protein 8) (UGTrel8)	Slc35d2 Ugtrel8	Mus musculus (Mouse)	326
NM_029529		unreviewed	NM_029529		B9EI54	B9EI54_MOUSE	unreviewed	"Solute carrier family 35, member D3"	Slc35d3 mCG_147074	Mus musculus (Mouse)	422
NM_029529		reviewed	NM_029529		Q8BGF8	S35D3_MOUSE	reviewed	Solute carrier family 35 member D3 (Fringe connection-like protein 1)	Slc35d3 Frcl1	Mus musculus (Mouse)	422
NM_177766		reviewed	NM_177766		Q8CD26	S35E1_MOUSE	reviewed	Solute carrier family 35 member E1	Slc35e1	Mus musculus (Mouse)	409
NM_029875		reviewed	NM_029875		Q6PGC7	S35E3_MOUSE	reviewed	Solute carrier family 35 member E3	Slc35e3	Mus musculus (Mouse)	313
NM_153142		unreviewed	NM_153142		A0A0R4J0N3	A0A0R4J0N3_MOUSE	unreviewed	Solute carrier family 35 member E4	Slc35e4	Mus musculus (Mouse)	350
NM_153142		reviewed	NM_153142		Q8K3D6	S35E4_MOUSE	reviewed	Solute carrier family 35 member E4	Slc35e4	Mus musculus (Mouse)	351
NM_178675		reviewed	NM_178675		Q8BGK5	S35F1_MOUSE	reviewed	Solute carrier family 35 member F1	Slc35f1	Mus musculus (Mouse)	408
NM_028060		reviewed	NM_028060		Q7TML3	S35F2_MOUSE	reviewed	Solute carrier family 35 member F2	Slc35f2	Mus musculus (Mouse)	375
NM_175434		reviewed	NM_175434		Q1LZI2	S35F3_MOUSE	reviewed	Putative thiamine transporter SLC35F3 (Solute carrier family 35 member F3)	Slc35f3	Mus musculus (Mouse)	421
NM_029238		unreviewed	NM_029238		B2RSS2	B2RSS2_MOUSE	unreviewed	"Solute carrier family 35, member F4"	Slc35f4	Mus musculus (Mouse)	485
NM_029238	NM_029238 -> Q8BZK4-1	reviewed	NM_029238	NM_029238 -> Q8BZK4-1	Q8BZK4	S35F4_MOUSE	reviewed	Solute carrier family 35 member F4	Slc35f4 MNCb-0335	Mus musculus (Mouse)	485
NM_028787		reviewed	NM_028787		Q8R314	S35F5_MOUSE	reviewed	Solute carrier family 35 member F5	Slc35f5	Mus musculus (Mouse)	524
NM_007717	NM_007717 -> Q61419-1	reviewed	NM_007717	NM_007717 -> Q61419-1	Q61419	CMAH_MOUSE	reviewed	Cytidine monophosphate-N-acetylneuraminic acid hydroxylase (CMP-N-acetylneuraminic acid hydroxylase) (EC 1.14.18.2) (CMP-N-acetylneuraminate monooxygenase) (CMP-Neu5Ac hydroxylase) (CMP-NeuAc hydroxylase)	Cmah	Mus musculus (Mouse)	577
NM_009908		unreviewed	NM_009908		A0A0R4J0B4	A0A0R4J0B4_MOUSE	unreviewed	Cytidine monophospho-N-acetylneuraminic acid synthetase (N-acylneuraminate cytidylyltransferase)	Cmas mCG_7111	Mus musculus (Mouse)	432
NM_009908		reviewed	NM_009908		Q99KK2	NEUA_MOUSE	reviewed	N-acylneuraminate cytidylyltransferase (EC 2.7.7.43) (CMP-N-acetylneuraminic acid synthase) (CMP-NeuNAc synthase)	Cmas	Mus musculus (Mouse)	432
NM_029330		reviewed	NM_029330		G5E8F4	FPGT_MOUSE	reviewed	Fucose-1-phosphate guanylyltransferase (EC 2.7.7.30) (GDP-L-fucose diphosphorylase) (GDP-L-fucose pyrophosphorylase)	Fpgt	Mus musculus (Mouse)	590
NM_178389		reviewed	NM_178389		Q8R059	GALE_MOUSE	reviewed	UDP-glucose 4-epimerase (EC 5.1.3.2) (Galactowaldenase) (UDP-N-acetylglucosamine 4-epimerase) (UDP-GlcNAc 4-epimerase) (EC 5.1.3.7) (UDP-galactosamine 4-epimerase) (UDP-GalNAc 4-epimerase) (UDP-galactose 4-epimerase)	Gale	Mus musculus (Mouse)	347
NM_016905		unreviewed	NM_016905		Q9CXZ9	Q9CXZ9_MOUSE	unreviewed	Uncharacterized protein	Galk1	Mus musculus (Mouse)	392
NM_016905		reviewed	NM_016905		Q9R0N0	GALK1_MOUSE	reviewed	Galactokinase (EC 2.7.1.6) (Galactose kinase)	Galk1 Galk Glk	Mus musculus (Mouse)	392
NM_175154		unreviewed	NM_175154		Q8BUU7	Q8BUU7_MOUSE	unreviewed	N-acetylgalactosamine kinase	Galk2	Mus musculus (Mouse)	447
NM_016658		unreviewed	NM_016658		A2AMS3	A2AMS3_MOUSE	unreviewed	Galactose-1-phosphate uridylyltransferase (EC 2.7.7.12)	Galt mCG_9752	Mus musculus (Mouse)	360
NM_016658		reviewed	NM_016658		Q03249	GALT_MOUSE	reviewed	Galactose-1-phosphate uridylyltransferase (Gal-1-P uridylyltransferase) (EC 2.7.7.12) (UDP-glucose--hexose-1-phosphate uridylyltransferase)	Galt	Mus musculus (Mouse)	379
NM_013528	NM_013528 -> P47856-2	reviewed	NM_013528	NM_013528 -> P47856-2	P47856	GFPT1_MOUSE	reviewed	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase 1) (Glutamine:fructose-6-phosphate amidotransferase 1) (GFAT 1) (GFAT1) (Hexosephosphate aminotransferase 1)	Gfpt1 Gfpt	Mus musculus (Mouse)	697
NM_013529		unreviewed	NM_013529		Q3V0X4	Q3V0X4_MOUSE	unreviewed	Uncharacterized protein	Gfpt2	Mus musculus (Mouse)	607
NM_013529		reviewed	NM_013529		Q9Z2Z9	GFPT2_MOUSE	reviewed	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2 (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase 2) (Glutamine:fructose-6-phosphate amidotransferase 2) (GFAT 2) (GFAT2) (Hexosephosphate aminotransferase 2)	Gfpt2	Mus musculus (Mouse)	682
NM_146041		reviewed	NM_146041		Q8K0C9	GMDS_MOUSE	reviewed	"GDP-mannose 4,6 dehydratase (EC 4.2.1.47) (GDP-D-mannose dehydratase) (GMD)"	Gmds	Mus musculus (Mouse)	372
NM_133708		reviewed	NM_133708		Q922H4	GMPPA_MOUSE	reviewed	Mannose-1-phosphate guanyltransferase alpha (GDP-mannose pyrophosphorylase A) (GTP-mannose-1-phosphate guanylyltransferase alpha)	Gmppa	Mus musculus (Mouse)	420
NM_177910		reviewed	NM_177910		Q8BTZ7	GMPPB_MOUSE	reviewed	Mannose-1-phosphate guanyltransferase beta (EC 2.7.7.13) (GDP-mannose pyrophosphorylase B) (GTP-mannose-1-phosphate guanylyltransferase beta)	Gmppb	Mus musculus (Mouse)	360
NM_015828		unreviewed	NM_015828		Q3UW64	Q3UW64_MOUSE	unreviewed	Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase (UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase) (EC 5.1.3.14)	Gne	Mus musculus (Mouse)	753
NM_015828		reviewed	NM_015828		Q91WG8	GLCNE_MOUSE	reviewed	Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase (UDP-GlcNAc-2-epimerase/ManAc kinase) [Includes: UDP-N-acetylglucosamine 2-epimerase (hydrolyzing) (EC 3.2.1.183) (UDP-GlcNAc-2-epimerase) (Uridine diphosphate-N-acetylglucosamine-2-epimerase); N-acetylmannosamine kinase (EC 2.7.1.60) (ManAc kinase)]	Gne Glcne Uae1	Mus musculus (Mouse)	722
NM_011937		reviewed	NM_011937		O88958	GNPI1_MOUSE	reviewed	Glucosamine-6-phosphate isomerase 1 (EC 3.5.99.6) (Glucosamine-6-phosphate deaminase 1) (GNPDA 1) (GlcN6P deaminase 1) (Oscillin)	Gnpda1 Gnpi	Mus musculus (Mouse)	289
NM_011937		unreviewed	NM_011937		Q3TKA0	Q3TKA0_MOUSE	unreviewed	Glucosamine-6-phosphate isomerase (EC 3.5.99.6) (Glucosamine-6-phosphate deaminase) (Fragment)	Gnpda1	Mus musculus (Mouse)	211
NM_001038015	NM_001038015 -> Q9CRC9-1	reviewed	NM_001038015	NM_001038015 -> Q9CRC9-1	Q9CRC9	GNPI2_MOUSE	reviewed	Glucosamine-6-phosphate isomerase 2 (EC 3.5.99.6) (Glucosamine-6-phosphate deaminase 2) (GNPDA 2) (GlcN6P deaminase 2)	Gnpda2 Kiaa4008	Mus musculus (Mouse)	276
NM_019425		reviewed	NM_019425		Q9JK38	GNA1_MOUSE	reviewed	Glucosamine 6-phosphate N-acetyltransferase (EC 2.3.1.4) (Phosphoglucosamine acetylase) (Phosphoglucosamine transacetylase) (Protein EMeg32)	Gnpnat1 Gna1	Mus musculus (Mouse)	184
NM_008155		reviewed	NM_008155		P06745	G6PI_MOUSE	reviewed	Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Autocrine motility factor) (AMF) (Neuroleukin) (NLK) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI)	Gpi Gpi1	Mus musculus (Mouse)	558
NM_010438		unreviewed	NM_010438		B4YB29	B4YB29_MOUSE	unreviewed	Hexokinase-1 (Fragment)	Hk1	Mus musculus (Mouse)	49
NM_010438		unreviewed	NM_010438		Q3TTB4	Q3TTB4_MOUSE	unreviewed	Uncharacterized protein (Fragment)	Hk1	Mus musculus (Mouse)	670
NM_010438		unreviewed	NM_010438		Q6GQU1	Q6GQU1_MOUSE	unreviewed	"Hexokinase 1, isoform CRA_d (Hk1 protein)"	Hk1 mCG_127656	Mus musculus (Mouse)	918
NM_008439		unreviewed	NM_008439		A0A0J9YU79	A0A0J9YU79_MOUSE	unreviewed	"Ketohexokinase (Ketohexokinase, isoform CRA_d)"	Khk mCG_23498	Mus musculus (Mouse)	298
NM_008439		reviewed	NM_008439		P97328	KHK_MOUSE	reviewed	Ketohexokinase (EC 2.7.1.3) (Hepatic fructokinase)	Khk	Mus musculus (Mouse)	298
NM_019542		unreviewed	NM_019542		Q3U2G9	Q3U2G9_MOUSE	unreviewed	"N-acetylglucosamine kinase, isoform CRA_c"	Nagk mCG_133583	Mus musculus (Mouse)	343
NM_019542		reviewed	NM_019542		Q9QZ08	NAGK_MOUSE	reviewed	N-acetyl-D-glucosamine kinase (N-acetylglucosamine kinase) (EC 2.7.1.59) (GlcNAc kinase)	Nagk Gnk	Mus musculus (Mouse)	343
NM_053179		reviewed	NM_053179		Q99J77	SIAS_MOUSE	reviewed	Sialic acid synthase (N-acetylneuraminate-9-phosphate synthase) (EC 2.5.1.57) (N-acetylneuraminic acid phosphate synthase)	Nans Sas	Mus musculus (Mouse)	359
NM_011863		reviewed	NM_011863		Q60967	PAPS1_MOUSE	reviewed	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 (PAPS synthase 1) (PAPSS 1) (Sulfurylase kinase 1) (SK 1) (SK1) [Includes: Sulfate adenylyltransferase (EC 2.7.7.4) (ATP-sulfurylase) (Sulfate adenylate transferase) (SAT); Adenylyl-sulfate kinase (EC 2.7.1.25) (3'-phosphoadenosine-5'-phosphosulfate synthase) (APS kinase) (Adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenylylsulfate 3'-phosphotransferase)]	Papss1 Asapk Atpsk1 Papss	Mus musculus (Mouse)	624
NM_011864		reviewed	NM_011864		O88428	PAPS2_MOUSE	reviewed	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2 (PAPS synthase 2) (PAPSS 2) (Sulfurylase kinase 2) (SK 2) (SK2) [Includes: Sulfate adenylyltransferase (EC 2.7.7.4) (ATP-sulfurylase) (Sulfate adenylate transferase) (SAT); Adenylyl-sulfate kinase (EC 2.7.1.25) (3'-phosphoadenosine-5'-phosphosulfate synthase) (APS kinase) (Adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenylylsulfate 3'-phosphotransferase)]	Papss2 Atpsk2	Mus musculus (Mouse)	621
NM_025700		reviewed	NM_025700		Q7TSV4	PGM2_MOUSE	reviewed	Phosphoglucomutase-2 (PGM 2) (EC 5.4.2.2) (Glucose phosphomutase 2) (Phosphodeoxyribomutase) (Phosphoglucomutase-1) (Phosphopentomutase) (EC 5.4.2.7)	Pgm2 Pgm1	Mus musculus (Mouse)	620
NM_028132		unreviewed	NM_028132		Q3U6X6	Q3U6X6_MOUSE	unreviewed	Uncharacterized protein	Pgm1 Pgm2	Mus musculus (Mouse)	562
NM_028132		reviewed	NM_028132		Q9D0F9	PGM1_MOUSE	reviewed	Phosphoglucomutase-1 (PGM 1) (EC 5.4.2.2) (Glucose phosphomutase 1) (Phosphoglucomutase-2)	Pgm1 Pgm2	Mus musculus (Mouse)	562
NM_027629		reviewed	NM_027629		Q8CAA7	PGM2L_MOUSE	reviewed	"Glucose 1,6-bisphosphate synthase (EC 2.7.1.106) (Phosphoglucomutase-2-like 1)"	Pgm2l1	Mus musculus (Mouse)	621
NM_028352		unreviewed	NM_028352		Q8BLS4	Q8BLS4_MOUSE	unreviewed	Phosphoacetylglucosamine mutase (PAGM) (EC 5.4.2.3) (Acetylglucosamine phosphomutase) (N-acetylglucosamine-phosphate mutase)	Pgm3	Mus musculus (Mouse)	459
NM_028352		reviewed	NM_028352		Q9CYR6	AGM1_MOUSE	reviewed	Phosphoacetylglucosamine mutase (PAGM) (EC 5.4.2.3) (Acetylglucosamine phosphomutase) (N-acetylglucosamine-phosphate mutase) (Phosphoglucomutase-3) (PGM 3)	Pgm3 Agm1 Pgm-3	Mus musculus (Mouse)	542
NM_175013		reviewed	NM_175013		Q8BZF8	PGM5_MOUSE	reviewed	Phosphoglucomutase-like protein 5	Pgm5	Mus musculus (Mouse)	567
NM_013872		reviewed	NM_013872		O35621	PMM1_MOUSE	reviewed	Phosphomannomutase 1 (PMM 1) (EC 5.4.2.8)	Pmm1	Mus musculus (Mouse)	262
NM_013872		unreviewed	NM_013872		Q545Q8	Q545Q8_MOUSE	unreviewed	Phosphomannomutase (EC 5.4.2.8)	Pmm1 mCG_8801	Mus musculus (Mouse)	262
NM_016881		unreviewed	NM_016881		Q545N8	Q545N8_MOUSE	unreviewed	Phosphomannomutase (EC 5.4.2.8)	Pmm2 mCG_123714	Mus musculus (Mouse)	242
NM_016881		reviewed	NM_016881		Q9Z2M7	PMM2_MOUSE	reviewed	Phosphomannomutase 2 (PMM 2) (EC 5.4.2.8)	Pmm2	Mus musculus (Mouse)	242
NM_023132	NM_023132 -> P82343-1	reviewed	NM_023132	NM_023132 -> P82343-1	P82343	RENBP_MOUSE	reviewed	N-acylglucosamine 2-epimerase (AGE) (EC 5.1.3.8) (GlcNAc 2-epimerase) (N-acetyl-D-glucosamine 2-epimerase) (Renin-binding protein) (RnBP)	Renbp	Mus musculus (Mouse)	430
NM_031201		reviewed	NM_031201		P23591	FCL_MOUSE	reviewed	"GDP-L-fucose synthase (EC 1.1.1.271) (GDP-4-keto-6-deoxy-D-mannose-3,5-epimerase-4-reductase) (Protein FX) (Red cell NADP(H)-binding protein) (Transplantation antigen P35B) (Tum-P35B antigen)"	Tsta3 P35b Tstap35b	Mus musculus (Mouse)	321
NM_031201		unreviewed	NM_031201		Q5HZI6	Q5HZI6_MOUSE	unreviewed	"Tissue specific transplantation antigen P35B (Tissue specific transplantation antigen P35B, isoform CRA_a)"	Tsta3 mCG_22113	Mus musculus (Mouse)	321
NM_133806		unreviewed	NM_133806		A0A0R4J085	A0A0R4J085_MOUSE	unreviewed	UDP-N-acetylhexosamine pyrophosphorylase	Uap1	Mus musculus (Mouse)	521
NM_133806		reviewed	NM_133806		Q91YN5	UAP1_MOUSE	reviewed	UDP-N-acetylhexosamine pyrophosphorylase [Includes: UDP-N-acetylgalactosamine pyrophosphorylase (EC 2.7.7.83); UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23)]	Uap1	Mus musculus (Mouse)	522
NM_001033293	NM_001033293 -> Q3TW96-1	reviewed	NM_001033293	NM_001033293 -> Q3TW96-1	Q3TW96	UAP1L_MOUSE	reviewed	UDP-N-acetylhexosamine pyrophosphorylase-like protein 1 (EC 2.7.7.-)	Uap1l1	Mus musculus (Mouse)	507
NM_009466		reviewed	NM_009466		O70475	UGDH_MOUSE	reviewed	UDP-glucose 6-dehydrogenase (UDP-Glc dehydrogenase) (UDP-GlcDH) (UDPGDH) (EC 1.1.1.22)	Ugdh	Mus musculus (Mouse)	493
NM_009466		unreviewed	NM_009466		Q3TS38	Q3TS38_MOUSE	unreviewed	UDP-glucose 6-dehydrogenase (EC 1.1.1.22)	Ugdh mCG_10270	Mus musculus (Mouse)	493
NM_139297	NM_139297 -> Q91ZJ5-1	reviewed	NM_139297	NM_139297 -> Q91ZJ5-1	Q91ZJ5	UGPA_MOUSE	reviewed	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (UDP-glucose pyrophosphorylase) (UDPGP) (UGPase)	Ugp2	Mus musculus (Mouse)	508
NM_026430		reviewed	NM_026430		Q91XL3	UXS1_MOUSE	reviewed	UDP-glucuronic acid decarboxylase 1 (EC 4.1.1.35) (UDP-glucuronate decarboxylase 1) (UGD) (UXS-1)	Uxs1	Mus musculus (Mouse)	420
NM_133670		unreviewed	NM_133670		Q91W19	Q91W19_MOUSE	unreviewed	Sulfotransferase (EC 2.8.2.-)	Sult1a1 mCG_141844	Mus musculus (Mouse)	263
NM_019878	NM_019878 -> Q9QWG7-1	reviewed	NM_019878	NM_019878 -> Q9QWG7-1	Q9QWG7	ST1B1_MOUSE	reviewed	Sulfotransferase family cytosolic 1B member 1 (ST1B1) (Sulfotransferase 1B1) (EC 2.8.2.-) (DOPA/tyrosine sulfotransferase)	Sult1b1	Mus musculus (Mouse)	299
NM_018751		reviewed	NM_018751		Q80VR3	ST1C1_MOUSE	reviewed	Sulfotransferase 1C1 (ST1C1) (EC 2.8.2.-) (Phenol sulfotransferase)	Sult1c1 Sult1a2	Mus musculus (Mouse)	304
NM_026935		reviewed	NM_026935		Q9D939	ST1C2_MOUSE	reviewed	Sulfotransferase 1C2 (ST1C2) (EC 2.8.2.-)	Sult1c2 Sult1c1	Mus musculus (Mouse)	296
NM_016771		reviewed	NM_016771		Q3UZZ6	ST1D1_MOUSE	reviewed	Sulfotransferase 1 family member D1 (ST1D1) (EC 2.8.2.-) (Amine N-sulfotransferase) (SULT-N) (Dopamine sulfotransferase Sult1d1) (Tyrosine-ester sulfotransferase)	Sult1d1 St1d1	Mus musculus (Mouse)	295
NM_023135		unreviewed	NM_023135		Q9D566	Q9D566_MOUSE	unreviewed	Sulfotransferase (EC 2.8.2.-)	Sult1e1 mCG_17784	Mus musculus (Mouse)	295
NM_013837		reviewed	NM_013837		O70281	TPST1_MOUSE	reviewed	Protein-tyrosine sulfotransferase 1 (EC 2.8.2.20) (Tyrosylprotein sulfotransferase 1) (TPST-1)	Tpst1	Mus musculus (Mouse)	370
NM_013837		unreviewed	NM_013837		Q4FK50	Q4FK50_MOUSE	unreviewed	Protein-tyrosine sulfotransferase (EC 2.8.2.20)	Tpst1 mCG_7166	Mus musculus (Mouse)	370
NM_009419		unreviewed	NM_009419		Q3TQN1	Q3TQN1_MOUSE	unreviewed	Protein-tyrosine sulfotransferase (EC 2.8.2.20)	Tpst2 mCG_3482	Mus musculus (Mouse)	390
